"TIME","GEO","WORKTIME","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2008","Euro area (18 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.8",""
"2008","Euro area (18 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.4",""
"2008","Euro area (17 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.9",""
"2008","Euro area (17 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.5",""
"2008","Belgium","Part-time","From 15 to 64 years","Percentage of total employment","Total","22.4",""
"2008","Belgium","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.2",""
"2008","Bulgaria","Part-time","From 15 to 64 years","Percentage of total employment","Total","2.0",""
"2008","Bulgaria","Part-time","From 20 to 64 years","Percentage of total employment","Total","2.0",""
"2008","Czech Republic","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.3",""
"2008","Czech Republic","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.2",""
"2008","Denmark","Part-time","From 15 to 64 years","Percentage of total employment","Total","23.8",""
"2008","Denmark","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.8",""
"2008","Germany (until 1990 former territory of the FRG)","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.1",""
"2008","Germany (until 1990 former territory of the FRG)","Part-time","From 20 to 64 years","Percentage of total employment","Total","25.2",""
"2008","Estonia","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.4",""
"2008","Estonia","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.2",""
"2008","Ireland","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.2",""
"2008","Ireland","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.1",""
"2008","Greece","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.4",""
"2008","Greece","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.3",""
"2008","Spain","Part-time","From 15 to 64 years","Percentage of total employment","Total","11.6",""
"2008","Spain","Part-time","From 20 to 64 years","Percentage of total employment","Total","11.3",""
"2008","France","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2008","France","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2008","France (metropolitan)","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.8",""
"2008","France (metropolitan)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.7",""
"2008","Croatia","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.5",""
"2008","Croatia","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.4",""
"2008","Italy","Part-time","From 15 to 64 years","Percentage of total employment","Total","14.1",""
"2008","Italy","Part-time","From 20 to 64 years","Percentage of total employment","Total","14.0",""
"2008","Cyprus","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.8",""
"2008","Cyprus","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.5",""
"2008","Latvia","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.9",""
"2008","Latvia","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.6",""
"2008","Lithuania","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.5",""
"2008","Lithuania","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.4",""
"2008","Luxembourg","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.9",""
"2008","Luxembourg","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.0",""
"2008","Hungary","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.3",""
"2008","Hungary","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.3",""
"2008","Malta","Part-time","From 15 to 64 years","Percentage of total employment","Total","11.1",""
"2008","Malta","Part-time","From 20 to 64 years","Percentage of total employment","Total","10.4",""
"2008","Netherlands","Part-time","From 15 to 64 years","Percentage of total employment","Total","46.8",""
"2008","Netherlands","Part-time","From 20 to 64 years","Percentage of total employment","Total","43.5",""
"2008","Austria","Part-time","From 15 to 64 years","Percentage of total employment","Total","22.7",""
"2008","Austria","Part-time","From 20 to 64 years","Percentage of total employment","Total","23.2",""
"2008","Poland","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.7",""
"2008","Poland","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.4",""
"2008","Portugal","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.8",""
"2008","Portugal","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.7",""
"2008","Romania","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.6",""
"2008","Romania","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.2",""
"2008","Slovenia","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.1",""
"2008","Slovenia","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.2",""
"2008","Slovakia","Part-time","From 15 to 64 years","Percentage of total employment","Total","2.5",""
"2008","Slovakia","Part-time","From 20 to 64 years","Percentage of total employment","Total","2.5",""
"2008","Finland","Part-time","From 15 to 64 years","Percentage of total employment","Total","12.7",""
"2008","Finland","Part-time","From 20 to 64 years","Percentage of total employment","Total","11.2",""
"2008","Sweden","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.7",""
"2008","Sweden","Part-time","From 20 to 64 years","Percentage of total employment","Total","24.3",""
"2008","United Kingdom","Part-time","From 15 to 64 years","Percentage of total employment","Total","24.1","b"
"2008","United Kingdom","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.5","b"
"2008","Iceland","Part-time","From 15 to 64 years","Percentage of total employment","Total","20.1",""
"2008","Iceland","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.5",""
"2008","Norway","Part-time","From 15 to 64 years","Percentage of total employment","Total","27.4",""
"2008","Norway","Part-time","From 20 to 64 years","Percentage of total employment","Total","24.8",""
"2008","Switzerland","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2008","Switzerland","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2008","Former Yugoslav Republic of Macedonia, the","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.6",""
"2008","Former Yugoslav Republic of Macedonia, the","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.3",""
"2008","Turkey","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.7",""
"2008","Turkey","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.5",""
"2009","European Union (28 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.0",""
"2009","European Union (28 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.4",""
"2009","European Union (27 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.1",""
"2009","European Union (27 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.5",""
"2009","European Union (15 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.0",""
"2009","European Union (15 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","20.3",""
"2009","Euro area (19 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.3",""
"2009","Euro area (19 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.9",""
"2009","Euro area (18 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.4",""
"2009","Euro area (18 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.0",""
"2009","Euro area (17 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.5",""
"2009","Euro area (17 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.0",""
"2009","Belgium","Part-time","From 15 to 64 years","Percentage of total employment","Total","23.2",""
"2009","Belgium","Part-time","From 20 to 64 years","Percentage of total employment","Total","23.0",""
"2009","Bulgaria","Part-time","From 15 to 64 years","Percentage of total employment","Total","2.1",""
"2009","Bulgaria","Part-time","From 20 to 64 years","Percentage of total employment","Total","2.1",""
"2009","Czech Republic","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.8",""
"2009","Czech Republic","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.7",""
"2009","Denmark","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.2",""
"2009","Denmark","Part-time","From 20 to 64 years","Percentage of total employment","Total","21.3",""
"2009","Germany (until 1990 former territory of the FRG)","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.3",""
"2009","Germany (until 1990 former territory of the FRG)","Part-time","From 20 to 64 years","Percentage of total employment","Total","25.5",""
"2009","Estonia","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.4",""
"2009","Estonia","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.2",""
"2009","Ireland","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.0","b"
"2009","Ireland","Part-time","From 20 to 64 years","Percentage of total employment","Total","20.0","b"
"2009","Greece","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.9","b"
"2009","Greece","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.7","b"
"2009","Spain","Part-time","From 15 to 64 years","Percentage of total employment","Total","12.4",""
"2009","Spain","Part-time","From 20 to 64 years","Percentage of total employment","Total","12.1",""
"2009","France","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2009","France","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2009","France (metropolitan)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.2",""
"2009","France (metropolitan)","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.1",""
"2009","Croatia","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.5",""
"2009","Croatia","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.4",""
"2009","Italy","Part-time","From 15 to 64 years","Percentage of total employment","Total","14.1",""
"2009","Italy","Part-time","From 20 to 64 years","Percentage of total employment","Total","14.0",""
"2009","Cyprus","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.5","b"
"2009","Cyprus","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.3","b"
"2009","Latvia","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.2",""
"2009","Latvia","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.9",""
"2009","Lithuania","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.9",""
"2009","Lithuania","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.8",""
"2009","Luxembourg","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.6","b"
"2009","Luxembourg","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.5","b"
"2009","Hungary","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.2",""
"2009","Hungary","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.2",""
"2009","Malta","Part-time","From 15 to 64 years","Percentage of total employment","Total","11.0",""
"2009","Malta","Part-time","From 20 to 64 years","Percentage of total employment","Total","10.2",""
"2009","Netherlands","Part-time","From 15 to 64 years","Percentage of total employment","Total","47.7",""
"2009","Netherlands","Part-time","From 20 to 64 years","Percentage of total employment","Total","44.4",""
"2009","Austria","Part-time","From 15 to 64 years","Percentage of total employment","Total","23.9",""
"2009","Austria","Part-time","From 20 to 64 years","Percentage of total employment","Total","24.4",""
"2009","Poland","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.7",""
"2009","Poland","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.3",""
"2009","Portugal","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.5",""
"2009","Portugal","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.4",""
"2009","Romania","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.5",""
"2009","Romania","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.2",""
"2009","Slovenia","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.5",""
"2009","Slovenia","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.6",""
"2009","Slovakia","Part-time","From 15 to 64 years","Percentage of total employment","Total","3.4",""
"2009","Slovakia","Part-time","From 20 to 64 years","Percentage of total employment","Total","3.4",""
"2009","Finland","Part-time","From 15 to 64 years","Percentage of total employment","Total","13.3",""
"2009","Finland","Part-time","From 20 to 64 years","Percentage of total employment","Total","11.9",""
"2009","Sweden","Part-time","From 15 to 64 years","Percentage of total employment","Total","26.0",""
"2009","Sweden","Part-time","From 20 to 64 years","Percentage of total employment","Total","24.5",""
"2009","United Kingdom","Part-time","From 15 to 64 years","Percentage of total employment","Total","24.9",""
"2009","United Kingdom","Part-time","From 20 to 64 years","Percentage of total employment","Total","23.3",""
"2009","Iceland","Part-time","From 15 to 64 years","Percentage of total employment","Total","23.0",""
"2009","Iceland","Part-time","From 20 to 64 years","Percentage of total employment","Total","20.3",""
"2009","Norway","Part-time","From 15 to 64 years","Percentage of total employment","Total","27.7",""
"2009","Norway","Part-time","From 20 to 64 years","Percentage of total employment","Total","25.3",""
"2009","Switzerland","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2009","Switzerland","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.3",""
"2009","Former Yugoslav Republic of Macedonia, the","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.0",""
"2009","Turkey","Part-time","From 15 to 64 years","Percentage of total employment","Total","10.6",""
"2009","Turkey","Part-time","From 20 to 64 years","Percentage of total employment","Total","10.3",""
"2010","European Union (28 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.5",""
"2010","European Union (28 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.9",""
"2010","European Union (27 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.6",""
"2010","European Union (27 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.0",""
"2010","European Union (15 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.4",""
"2010","European Union (15 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","20.8",""
"2010","Euro area (19 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.7",""
"2010","Euro area (19 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.4",""
"2010","Euro area (18 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.8",""
"2010","Euro area (18 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.5",""
"2010","Euro area (17 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.9",""
"2010","Euro area (17 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.5",""
"2010","Belgium","Part-time","From 15 to 64 years","Percentage of total employment","Total","23.7",""
"2010","Belgium","Part-time","From 20 to 64 years","Percentage of total employment","Total","23.4",""
"2010","Bulgaria","Part-time","From 15 to 64 years","Percentage of total employment","Total","2.2","b"
"2010","Bulgaria","Part-time","From 20 to 64 years","Percentage of total employment","Total","2.2","b"
"2010","Czech Republic","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.1",""
"2010","Czech Republic","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.1",""
"2010","Denmark","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.6",""
"2010","Denmark","Part-time","From 20 to 64 years","Percentage of total employment","Total","21.6",""
"2010","Germany (until 1990 former territory of the FRG)","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.6","b"
"2010","Germany (until 1990 former territory of the FRG)","Part-time","From 20 to 64 years","Percentage of total employment","Total","25.7","b"
"2010","Estonia","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.8",""
"2010","Estonia","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.6",""
"2010","Ireland","Part-time","From 15 to 64 years","Percentage of total employment","Total","22.2",""
"2010","Ireland","Part-time","From 20 to 64 years","Percentage of total employment","Total","21.3",""
"2010","Greece","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.3",""
"2010","Greece","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.1",""
"2010","Spain","Part-time","From 15 to 64 years","Percentage of total employment","Total","12.9",""
"2010","Spain","Part-time","From 20 to 64 years","Percentage of total employment","Total","12.7",""
"2010","France","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2010","France","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2010","France (metropolitan)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.6",""
"2010","France (metropolitan)","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.5",""
"2010","Croatia","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.0",""
"2010","Croatia","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.0",""
"2010","Italy","Part-time","From 15 to 64 years","Percentage of total employment","Total","14.8",""
"2010","Italy","Part-time","From 20 to 64 years","Percentage of total employment","Total","14.7",""
"2010","Cyprus","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.3",""
"2010","Cyprus","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.1",""
"2010","Latvia","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.3",""
"2010","Latvia","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.2",""
"2010","Lithuania","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.8",""
"2010","Lithuania","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.7",""
"2010","Luxembourg","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.4",""
"2010","Luxembourg","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.3",""
"2010","Hungary","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.5",""
"2010","Hungary","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.5",""
"2010","Malta","Part-time","From 15 to 64 years","Percentage of total employment","Total","11.6",""
"2010","Malta","Part-time","From 20 to 64 years","Percentage of total employment","Total","10.7",""
"2010","Netherlands","Part-time","From 15 to 64 years","Percentage of total employment","Total","48.3","b"
"2010","Netherlands","Part-time","From 20 to 64 years","Percentage of total employment","Total","45.2","b"
"2010","Austria","Part-time","From 15 to 64 years","Percentage of total employment","Total","24.4",""
"2010","Austria","Part-time","From 20 to 64 years","Percentage of total employment","Total","24.9",""
"2010","Poland","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.7","b"
"2010","Poland","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.3","b"
"2010","Portugal","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.5",""
"2010","Portugal","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.4",""
"2010","Romania","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.9","b"
"2010","Romania","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.6","b"
"2010","Slovenia","Part-time","From 15 to 64 years","Percentage of total employment","Total","10.3",""
"2010","Slovenia","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.2",""
"2010","Slovakia","Part-time","From 15 to 64 years","Percentage of total employment","Total","3.8",""
"2010","Slovakia","Part-time","From 20 to 64 years","Percentage of total employment","Total","3.7",""
"2010","Finland","Part-time","From 15 to 64 years","Percentage of total employment","Total","13.8",""
"2010","Finland","Part-time","From 20 to 64 years","Percentage of total employment","Total","12.5",""
"2010","Sweden","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.8",""
"2010","Sweden","Part-time","From 20 to 64 years","Percentage of total employment","Total","24.4",""
"2010","United Kingdom","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.6",""
"2010","United Kingdom","Part-time","From 20 to 64 years","Percentage of total employment","Total","24.0",""
"2010","Iceland","Part-time","From 15 to 64 years","Percentage of total employment","Total","22.4",""
"2010","Iceland","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.7",""
"2010","Norway","Part-time","From 15 to 64 years","Percentage of total employment","Total","27.6",""
"2010","Norway","Part-time","From 20 to 64 years","Percentage of total employment","Total","25.3",""
"2010","Switzerland","Part-time","From 15 to 64 years","Percentage of total employment","Total","34.0","b"
"2010","Switzerland","Part-time","From 20 to 64 years","Percentage of total employment","Total","35.2","b"
"2010","Former Yugoslav Republic of Macedonia, the","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.6",""
"2010","Former Yugoslav Republic of Macedonia, the","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.3",""
"2010","Turkey","Part-time","From 15 to 64 years","Percentage of total employment","Total","11.1",""
"2010","Turkey","Part-time","From 20 to 64 years","Percentage of total employment","Total","10.7",""
"2011","European Union (28 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.8",""
"2011","European Union (28 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.2",""
"2011","European Union (27 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.8",""
"2011","European Union (27 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.2",""
"2011","European Union (15 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.7",""
"2011","European Union (15 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","21.1",""
"2011","Euro area (19 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","20.1",""
"2011","Euro area (19 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.8",""
"2011","Euro area (18 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","20.2",""
"2011","Euro area (18 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.9",""
"2011","Euro area (17 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","20.3",""
"2011","Euro area (17 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.9",""
"2011","Belgium","Part-time","From 15 to 64 years","Percentage of total employment","Total","24.7",""
"2011","Belgium","Part-time","From 20 to 64 years","Percentage of total employment","Total","24.4",""
"2011","Bulgaria","Part-time","From 15 to 64 years","Percentage of total employment","Total","2.2","b"
"2011","Bulgaria","Part-time","From 20 to 64 years","Percentage of total employment","Total","2.1","b"
"2011","Czech Republic","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.7","b"
"2011","Czech Republic","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.6","b"
"2011","Denmark","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.1",""
"2011","Denmark","Part-time","From 20 to 64 years","Percentage of total employment","Total","21.1",""
"2011","Germany (until 1990 former territory of the FRG)","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.9","b"
"2011","Germany (until 1990 former territory of the FRG)","Part-time","From 20 to 64 years","Percentage of total employment","Total","25.9","b"
"2011","Estonia","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.3",""
"2011","Estonia","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.1",""
"2011","Ireland","Part-time","From 15 to 64 years","Percentage of total employment","Total","23.1",""
"2011","Ireland","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.3",""
"2011","Greece","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.7",""
"2011","Greece","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.6",""
"2011","Spain","Part-time","From 15 to 64 years","Percentage of total employment","Total","13.5",""
"2011","Spain","Part-time","From 20 to 64 years","Percentage of total employment","Total","13.2",""
"2011","France","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2011","France","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2011","France (metropolitan)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.6",""
"2011","France (metropolitan)","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.5",""
"2011","Croatia","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.2",""
"2011","Croatia","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.0",""
"2011","Italy","Part-time","From 15 to 64 years","Percentage of total employment","Total","15.2",""
"2011","Italy","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.2",""
"2011","Cyprus","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.0",""
"2011","Cyprus","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.7",""
"2011","Latvia","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.8",""
"2011","Latvia","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.6",""
"2011","Lithuania","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.3",""
"2011","Lithuania","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.3",""
"2011","Luxembourg","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.0",""
"2011","Luxembourg","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.9",""
"2011","Hungary","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.4",""
"2011","Hungary","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.4",""
"2011","Malta","Part-time","From 15 to 64 years","Percentage of total employment","Total","12.6",""
"2011","Malta","Part-time","From 20 to 64 years","Percentage of total employment","Total","11.5",""
"2011","Netherlands","Part-time","From 15 to 64 years","Percentage of total employment","Total","48.3","b"
"2011","Netherlands","Part-time","From 20 to 64 years","Percentage of total employment","Total","45.4","b"
"2011","Austria","Part-time","From 15 to 64 years","Percentage of total employment","Total","24.5",""
"2011","Austria","Part-time","From 20 to 64 years","Percentage of total employment","Total","25.0",""
"2011","Poland","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.3",""
"2011","Poland","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.0",""
"2011","Portugal","Part-time","From 15 to 64 years","Percentage of total employment","Total","10.3","b"
"2011","Portugal","Part-time","From 20 to 64 years","Percentage of total employment","Total","10.1","b"
"2011","Romania","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.5",""
"2011","Romania","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.1",""
"2011","Slovenia","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.5",""
"2011","Slovenia","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.6",""
"2011","Slovakia","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.0","b"
"2011","Slovakia","Part-time","From 20 to 64 years","Percentage of total employment","Total","3.9","b"
"2011","Finland","Part-time","From 15 to 64 years","Percentage of total employment","Total","14.1",""
"2011","Finland","Part-time","From 20 to 64 years","Percentage of total employment","Total","12.7",""
"2011","Sweden","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.2",""
"2011","Sweden","Part-time","From 20 to 64 years","Percentage of total employment","Total","23.9",""
"2011","United Kingdom","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.5",""
"2011","United Kingdom","Part-time","From 20 to 64 years","Percentage of total employment","Total","24.1",""
"2011","Iceland","Part-time","From 15 to 64 years","Percentage of total employment","Total","20.5",""
"2011","Iceland","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.8",""
"2011","Norway","Part-time","From 15 to 64 years","Percentage of total employment","Total","27.2",""
"2011","Norway","Part-time","From 20 to 64 years","Percentage of total employment","Total","24.9",""
"2011","Switzerland","Part-time","From 15 to 64 years","Percentage of total employment","Total","34.0",""
"2011","Switzerland","Part-time","From 20 to 64 years","Percentage of total employment","Total","35.2",""
"2011","Former Yugoslav Republic of Macedonia, the","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.0",""
"2011","Former Yugoslav Republic of Macedonia, the","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.7",""
"2011","Turkey","Part-time","From 15 to 64 years","Percentage of total employment","Total","11.3",""
"2011","Turkey","Part-time","From 20 to 64 years","Percentage of total employment","Total","10.9",""
"2012","European Union (28 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.2",""
"2012","European Union (28 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.6",""
"2012","European Union (27 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.3",""
"2012","European Union (27 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.7",""
"2012","European Union (15 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","22.3",""
"2012","European Union (15 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","21.6",""
"2012","Euro area (19 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","20.7",""
